perm_sms,perm_location,perm_camera,perm_microphone,perm_contacts,perm_storage,perm_admin,perm_boot,perm_system_alert,perm_install_packages,total_permissions,dangerous_perm_count,network_connections_count,background_exec_frequency,suspicious_api_calls_count,data_exfil_volume_kb,min_sdk_version,target_sdk_version,apk_entropy,hash_reputation_score,is_malicious
0,0,0,0,0,1,0,0,0,0,10,1,1,1.3815705445797348,2,423.74260385524457,23,31,5.673908132836505,81.17890052777783,0
0,1,0,1,0,0,0,0,0,0,4,0,2,0.9689533903552401,2,245.70114006737046,26,31,5.4918998208621845,95.9589672116884,0
1,0,0,1,0,1,1,0,1,0,34,15,31,7.4347583728820235,22,12486.72260880387,19,26,7.515359766908792,38.045586232850354,1
1,1,0,1,1,1,0,1,0,1,30,15,19,9.134648003964985,7,12434.150138160783,19,26,7.358085898745417,34.91170070199954,1
0,0,0,0,0,1,0,0,0,0,4,0,3,2.10955616011731,1,301.7359120880747,23,31,6.837635709511476,89.70284275780729,0
0,1,0,0,1,1,0,0,0,0,4,2,0,0.5370407276406481,2,156.74351900326783,28,31,6.780014446705887,99.46167181348048,0
0,1,0,0,0,1,0,0,1,0,10,0,0,2.4250928367063667,2,115.73006735138075,26,34,5.846960902834786,92.18766708243955,0
0,0,0,0,0,0,0,0,0,0,7,1,6,0.9739777513062856,1,42.35752594842686,28,32,4.994671873579774,96.21031506773787,0
0,0,1,0,1,1,0,0,1,0,8,0,7,2.824289815744378,2,267.99856998273987,23,30,5.88207441490803,87.93529886358205,0
1,1,0,0,1,1,0,1,1,1,40,15,50,7.059091165939014,17,8782.59424128869,23,28,7.415290535360801,21.800462410344803,1
1,1,0,1,1,1,0,1,1,0,38,5,23,5.19367704768494,19,12792.737727438018,19,28,7.768054723498875,17.401154331658823,1
0,1,1,0,0,0,0,0,0,0,11,3,4,0.34261560066948116,2,10.207750629664705,26,34,5.698208054656528,80.87860363594397,0
1,0,0,1,1,1,0,1,1,0,17,8,52,5.404056793846494,10,20775.48588591028,23,26,7.199439830859504,12.078890082644996,1
0,1,0,0,0,0,0,0,0,0,6,2,6,0.7580273702993577,2,253.44337855909782,26,33,5.709137709905246,80.41685218097692,0
0,0,0,0,0,0,0,0,0,0,7,3,5,1.1543409060765577,1,447.58986381937945,23,32,5.521004952082074,96.61606407316148,0
0,0,0,0,0,0,0,0,0,0,8,2,6,2.3319710491906704,2,343.9721406302447,28,30,5.143156253068736,97.49756363060766,0
1,1,1,1,1,1,0,1,0,1,22,6,51,8.778561076429312,11,23388.700564796953,19,26,7.41615101651154,16.837458745095045,1
1,1,0,0,1,0,0,1,1,1,38,16,52,9.138886555814864,12,3860.557654156076,19,26,7.99,6.802408501375599,1
0,0,1,1,1,0,0,0,0,0,6,3,6,1.9033985590631755,2,21.871141943119856,26,33,5.33406609330839,83.22519924111758,0
1,1,1,1,1,1,0,1,1,0,38,6,14,5.31246078025481,13,9289.439822811577,16,30,7.885289275034914,0.8587515166988613,1
1,1,1,1,1,1,1,1,0,0,13,15,18,7.7300765143508805,20,8096.41705837656,19,30,7.312959127045514,21.862150705107645,1
0,0,1,0,0,1,0,0,1,0,7,2,3,1.7862452153228952,0,202.35032829487992,23,32,5.532953091565535,93.11151551288494,0
1,1,1,1,0,1,0,0,0,1,12,11,42,7.520770036151076,17,10302.719063391625,19,30,7.604702365926455,2.5418627847836284,1
1,1,1,1,1,1,0,1,1,0,18,6,19,7.982538291511865,7,13408.429206776287,21,26,6.639047943263171,1.764137110709032,1
1,0,1,0,1,1,0,1,0,0,38,9,52,6.555369878577215,19,6446.723746604295,23,30,7.624393779257721,8.183105052563988,1
0,1,1,1,1,1,1,0,1,1,43,9,56,6.570649871655531,17,11272.829991465152,21,28,7.77633924130053,7.912109221582959,1
1,0,1,1,1,1,1,1,1,1,40,17,57,8.588448350198378,24,14688.88595442732,16,26,7.8816596418575475,24.80786087676011,1
0,0,0,0,0,1,0,0,0,0,14,0,1,0.5977426000532484,1,53.7339799462877,21,31,5.765303027016786,81.01362674789047,0
0,1,1,1,1,1,0,1,0,0,12,6,25,6.331364779956708,11,21225.984072183084,21,28,7.592819773808558,16.67961998525302,1
0,1,0,1,1,1,1,1,1,0,35,5,44,5.195637670515477,4,22813.154771018544,19,26,7.441702154968271,14.092313982870337,1
1,1,0,1,1,1,0,1,1,1,19,7,15,8.279796693139886,20,2807.7385374404757,19,26,7.321672202941627,30.546678502713025,1
0,1,1,0,0,1,0,0,0,0,4,3,2,1.9108927967246294,0,267.81072018793674,26,31,4.760807091331893,88.15613971948163,0
0,0,0,0,1,1,0,1,0,0,9,3,5,1.840167431395486,0,467.5388974250663,23,32,5.758081185364467,91.05954005191039,0
0,0,1,0,1,1,1,1,0,0,13,12,43,9.142467884450646,5,24790.318306886325,21,30,6.5,25.12703456371796,1
1,0,0,1,1,1,1,0,1,0,44,10,47,9.970000905374821,23,4526.3863295393185,19,30,7.062991873825073,14.355924832320612,1
0,0,0,0,0,1,0,0,0,0,5,1,1,0.38092401040023005,1,323.92909097368255,28,30,5.422288350167064,87.40774272789261,0
1,1,0,1,1,1,0,0,1,1,20,10,31,6.731755605021355,9,8384.894978091073,16,30,7.563586217913722,29.30722753694177,1
0,0,0,0,0,0,0,0,0,0,12,1,1,0.43628477488463147,1,418.0566553569373,28,31,6.034908461593064,87.98885867391239,0
1,1,0,0,1,1,0,1,1,0,34,17,11,6.34989421862945,9,14648.244362566316,19,28,7.237442863295143,6.012891008458587,1
0,0,0,0,1,1,0,0,0,0,12,3,6,2.2751031241756037,2,109.64108729715475,28,32,5.551009649238296,97.78456128391466,0
0,1,1,1,1,0,0,0,0,0,13,2,6,2.3175716157018154,1,410.57674852801597,26,33,4.816095486904569,92.25342793193585,0
1,0,0,0,1,0,0,0,0,0,3,3,5,1.3812235757542646,2,498.68915381035174,21,34,5.84148460172886,90.01064965941188,0
1,1,1,1,1,1,1,1,0,0,38,7,57,7.218703169558774,9,12457.082864308062,16,28,6.887174111671118,25.231678868314393,1
1,1,0,0,1,1,0,0,1,1,34,7,37,8.632424399316324,8,13743.531163178388,19,30,6.855716879890627,38.07531777156896,1
1,0,0,1,1,1,0,1,0,1,15,15,29,8.632686635660336,10,24630.070527257194,23,26,7.299674704846019,5.883150784104831,1
0,0,0,0,0,1,0,0,0,0,12,1,5,1.7606578990242263,0,427.53124490972147,30,32,4.843587799273025,94.40693977089342,0
0,0,1,0,0,0,1,0,0,0,13,3,3,2.7346393009386603,2,120.69826676151108,26,32,6.236680653644064,85.14578090082007,0
0,0,0,0,0,0,0,0,0,0,13,0,3,0.5451620803215677,1,152.58585182284375,26,31,5.477979297999149,95.23047658467726,0
0,1,0,0,0,1,0,0,0,0,2,2,2,2.266730956814073,0,261.4119022983795,28,31,4.583015057061361,86.66190369878,0
0,0,0,0,0,0,0,0,0,0,9,3,6,1.9955466472038865,1,353.0138173999436,23,31,5.102046330875427,81.94307717212895,0
0,1,0,0,1,1,0,1,1,1,36,9,27,5.683172758931095,13,7108.937037564988,19,30,7.4337329422868335,30.957429923847542,1
0,1,1,0,0,0,0,0,0,0,12,1,3,2.6540339924075758,0,28.739779475121402,23,33,6.8076231122728945,90.15750510610799,0
0,0,1,0,0,0,0,0,0,0,2,2,3,1.6482892477797122,0,308.8718864918831,26,32,5.465789326519759,80.85900180960044,0
0,0,0,0,1,0,0,0,0,0,9,1,3,2.5720758174443565,2,309.62869023119885,26,33,6.995180830769528,95.8435290875961,0
0,1,0,0,0,1,0,0,0,0,3,3,2,1.1406353131309146,2,398.92838262787694,23,30,5.448641508405353,84.3043735647133,0
0,0,1,0,0,0,0,1,0,0,13,2,6,1.6405160492179567,2,373.6777644499622,28,33,4.858930391400509,98.68397488229803,0
0,0,0,0,0,1,0,0,0,0,12,2,4,2.296328596310553,2,412.9495598167009,23,31,7.0,88.37664522591135,0
1,1,0,1,1,1,1,1,1,0,15,13,15,9.303258168208634,14,17573.370843684243,19,29,7.362911113558721,32.60806626501213,1
0,0,0,0,0,0,0,0,0,0,11,3,4,1.506002982413512,1,316.9710622399981,21,32,4.92445927796774,86.85990614190575,0
1,1,0,1,1,1,1,0,1,0,25,14,55,6.193016730333326,14,24208.18415267067,21,28,7.99,33.91944777490916,1
1,1,1,1,1,1,0,1,1,1,39,13,29,8.541813579899419,20,11184.375493235342,16,28,7.304993829364258,22.762027672270293,1
0,1,0,0,0,0,0,0,0,0,4,3,3,0.28718892017380815,1,168.30176603611991,30,32,6.992964850342309,95.85864006950811,0
1,0,0,0,0,1,0,0,0,0,8,0,5,0.373813453601038,0,230.2964072969492,30,32,7.0,92.73919032536847,0
0,0,0,0,0,1,0,0,0,0,11,1,1,1.571475757494274,1,335.96336632278405,23,32,5.114767697685713,87.51778342653766,0
0,1,0,0,0,0,0,0,0,0,2,3,1,0.09937210124553741,1,66.42034337128638,26,33,5.818621667558742,97.04666021404154,0
0,1,0,0,0,1,0,1,0,0,3,1,1,0.37079349119076455,1,376.70120575195165,28,30,5.289344556166229,96.03256673654595,0
0,1,1,1,1,1,1,1,0,1,38,9,41,7.133587714568518,18,20333.216746842005,19,26,6.975494354661031,20.841404519995873,1
0,0,0,0,0,1,0,0,0,0,14,1,1,1.091928203558068,0,285.47870773039284,23,32,5.819505808202968,82.95935431878763,0
0,1,0,1,0,1,1,0,1,0,21,14,37,8.67792165767396,18,21688.233763314984,21,28,7.673971838507034,27.369824176058266,1
1,1,0,1,1,1,0,1,1,0,34,5,54,5.722596599195427,5,11853.136618063052,19,26,7.736215195872009,8.518051527524587,1
1,1,0,1,0,1,1,1,1,0,13,16,24,6.514748998951553,15,4917.266398154221,21,30,7.512961868385812,1.417280773948062,1
1,1,1,0,1,1,0,1,1,0,30,17,46,7.819671119222672,4,23713.321106424144,16,30,7.7042955242359294,1.4550683793305286,1
0,0,1,1,0,0,0,0,0,0,6,2,7,1.174980277076722,1,329.11548709988,28,31,6.657440897941698,90.57157642733753,0
0,1,1,1,0,1,1,1,0,1,28,12,47,8.821158510624741,4,24560.177645302476,19,30,7.99,15.074745207406593,1
0,0,1,0,0,0,0,0,0,0,3,1,2,0.19090722532797788,0,174.9180647943433,28,31,5.840924894310078,94.4372369508986,0
0,0,0,0,0,1,0,1,0,0,12,3,4,0.9673331229632506,2,407.63080024862046,23,31,5.566284577074744,83.25441933929118,0
1,1,1,0,0,1,0,1,1,0,31,16,32,5.2822608508866935,24,9466.42209317804,19,29,6.5,24.931180390245636,1
0,0,1,0,0,0,0,0,0,0,14,0,4,0.9998385886165992,0,475.5681763164421,30,34,5.485260627439965,96.4475573303314,0
1,0,1,1,0,0,0,0,0,0,4,3,0,2.5420381965918817,1,393.2508768303071,23,30,6.485651262171402,84.0164573857678,0
1,1,0,1,1,1,1,1,0,0,26,7,25,7.3149060552004705,15,16181.759148625833,19,28,7.99,14.916527241475563,1
1,1,1,1,1,1,0,1,1,1,18,15,27,7.98981831267448,8,9354.952156986477,16,26,6.821292011641195,10.522611643866732,1
0,0,0,0,0,1,0,0,0,0,3,0,5,1.6463868928024614,0,325.3340705809026,23,34,6.311889523686916,92.24694112235377,0
1,1,0,1,0,0,0,0,0,0,10,2,5,2.8457047064144882,0,389.68179309545604,21,33,6.297567880268963,95.41514495369368,0
0,0,0,0,1,0,0,0,0,0,4,1,7,0.6175691349671594,1,197.62597680658607,28,33,6.371100657360707,89.87559978296085,0
0,0,0,0,0,0,0,0,0,0,14,1,7,1.4643673002869058,0,459.10265868644365,26,32,5.83882664091732,83.42423561802569,0
1,1,1,1,0,1,0,1,1,0,30,12,54,8.952363124226213,17,13339.26658715438,16,26,6.790524060677182,21.910465862306886,1
0,0,0,0,0,0,0,1,0,0,7,0,2,0.3296736440945832,2,462.2562455532214,26,31,5.3412099857654916,89.20551268259867,0
1,1,1,1,1,1,0,1,1,1,22,13,40,8.55181576745087,24,22352.3004526825,19,28,7.373273582658571,18.892885204808707,1
1,1,1,1,1,1,0,1,0,0,33,6,52,7.559413112980886,24,4417.328211472778,19,30,7.190672668470401,28.603822511955713,1
0,1,1,0,1,1,1,0,1,1,31,7,36,8.039849209954674,14,24248.70287793693,21,26,7.852134358907078,10.081886809634565,1
1,0,1,0,0,1,0,0,1,1,21,7,27,8.396588875189096,23,14960.65446383462,23,26,7.99,34.365034371270376,1
0,0,0,0,1,1,0,0,0,0,12,3,2,1.1422207342394488,1,125.38604867613778,23,32,5.199768912045477,96.08181455480613,0
0,0,0,0,0,0,0,1,0,0,7,2,6,1.2925541131019904,1,150.10259872102995,21,32,6.251164709223447,84.45749354267862,0
0,0,0,0,0,1,0,0,0,0,3,3,2,1.8028475044625822,2,313.99780643230997,21,33,6.202222495952464,90.59476364105362,0
0,1,1,1,1,1,0,1,1,1,21,14,46,7.326284087102038,24,17944.8987769921,21,29,6.8019412917441535,5.17408425408584,1
0,1,0,0,0,1,0,0,0,0,9,3,2,1.4594247643554605,1,193.05845589786688,23,32,5.96778210682978,96.87490222745602,0
0,1,0,1,1,1,0,1,1,1,23,5,38,7.212701251994871,8,3585.4945427424973,19,26,6.949533813943157,15.822425842756061,1
1,0,0,0,0,1,0,1,0,0,2,0,1,1.7956296895025072,0,425.8372156828049,23,33,6.054265900260644,87.36414998328434,0
1,1,0,1,1,1,1,1,1,0,12,15,59,6.245425558093175,11,3549.3825164750087,21,29,7.358392624007866,34.84214189612133,1
0,1,1,1,1,1,1,0,0,0,42,9,37,6.803721127868309,8,7301.005735792656,19,30,7.2076684497284855,8.957127963573125,1
1,1,1,1,1,1,1,0,0,0,13,16,49,7.4952540421306635,12,16646.43184223219,23,28,7.227305516701351,18.73486880904784,1
0,1,1,0,0,1,0,0,0,0,6,3,6,0.20603321266533658,1,114.7182128444035,28,30,4.978760259675389,89.55507880851289,0
1,1,1,1,0,1,1,1,1,0,15,15,10,7.28061020490607,20,2486.17220053052,23,30,7.589907221660485,7.896924232907003,1
0,1,1,0,0,1,0,0,0,0,14,0,1,1.5995614035491823,0,493.9433528114833,26,33,5.722414492353194,80.59834262010118,0
1,1,0,1,1,1,0,0,0,0,39,6,30,9.281300021491191,9,9251.569116596675,19,29,7.121509489388399,26.713976040832197,1
0,0,1,0,0,1,0,0,0,0,9,3,2,1.3953798573917642,2,54.179239340442614,23,34,6.256457177076504,88.51263094082161,0
0,0,0,1,0,1,0,0,0,0,3,3,4,2.537275416396853,2,487.32443352631583,23,30,6.6505956248194185,85.80273356006549,0
1,0,0,0,0,0,0,0,0,0,10,0,5,2.2385724858668596,2,79.27780400227039,30,32,5.653675604721545,82.97396131920183,0
1,1,1,1,1,1,0,0,1,0,17,17,36,6.7581023417629655,13,22662.870107332594,19,28,7.851277445103082,31.350324633660854,1
0,0,0,1,0,0,0,0,0,0,3,3,5,2.0230794719114145,2,24.02843798460587,26,32,5.279442322753539,99.92383169713987,0
0,0,0,0,0,0,0,0,0,0,10,2,2,0.9012500721527101,1,243.54281283060868,26,32,5.653271337355784,87.48034930189635,0
0,0,0,1,0,0,0,1,0,0,7,2,3,1.7724634600383977,2,173.82820089614876,21,30,6.062405323171169,93.26656563263276,0
0,1,0,1,1,1,1,0,0,0,16,9,20,8.592639996637919,4,19091.55812793164,23,26,6.673448684555834,18.949483215164125,1
0,1,0,0,0,0,0,0,0,0,5,0,7,1.6874097837726842,1,206.21557721615625,21,32,6.038685882519316,86.71599720613719,0
1,1,1,1,1,1,0,1,0,1,42,14,56,7.365942044533119,21,12157.217272176364,21,26,7.578298988056866,0.1351056018653285,1
1,0,1,1,1,1,1,1,1,1,40,16,12,6.1960373276355645,23,14641.241278429274,16,29,7.528448228052984,21.78266755213125,1
0,0,1,0,0,0,0,0,0,0,3,0,5,0.6932748737734985,2,23.518666688498765,28,30,4.864998466477967,81.50716824739476,0
0,1,0,0,1,1,1,1,0,1,44,12,34,9.888122941917942,24,15495.57408104045,16,29,7.133482615220198,9.77744932926813,1
1,1,1,1,1,1,1,1,1,0,26,13,33,5.340703096197767,17,6953.801466552687,19,28,7.1926636528639705,17.453873709961428,1
0,0,0,0,1,1,0,0,0,0,6,3,7,0.8823020566390298,2,399.008389358801,28,32,5.845049646724881,89.28423173086466,0
0,1,0,0,1,0,0,0,0,0,6,0,6,0.8409239726178781,1,343.42751373613305,26,30,5.983116751714067,82.8090696801458,0
0,1,0,0,1,0,0,0,0,0,10,2,2,0.2270687274177805,1,216.55764664758837,28,32,6.053575425909467,85.76455110503241,0
1,1,1,1,1,1,1,0,0,1,25,11,27,6.11310360393356,18,5415.707372811651,16,26,6.982303733005983,34.46199345702908,1
0,1,0,0,0,1,0,0,0,0,9,0,6,2.30048394477983,1,113.92961959536477,21,32,4.861760576366958,84.39155334948364,0
0,0,0,1,0,1,0,0,0,0,13,0,6,1.9664839497365023,0,19.042453023013568,28,33,6.135675572464112,93.51090644568828,0
1,1,0,1,0,1,1,1,1,0,13,6,50,8.783871353298276,13,19519.679349136026,19,30,7.517332521472416,3.821314907677258,1
0,0,0,0,0,1,0,0,0,0,3,3,0,0.8388653944704743,1,472.74413635452436,26,34,6.245353383723775,95.77040391746199,0
0,1,1,0,0,0,0,0,0,0,5,3,4,2.019823696661618,1,172.0780357355061,26,33,5.390111179884166,92.16324935006546,0
1,1,0,1,1,1,0,1,0,1,37,14,29,7.803052139949231,5,17643.31267704958,16,28,7.068821729947308,31.891461567053536,1
1,1,1,0,1,1,0,0,0,1,24,8,56,5.3515435837151815,8,22233.17334454647,19,26,7.644387448073405,13.184818973532568,1
0,1,0,1,0,1,0,0,0,0,5,3,5,0.31826152078764913,2,116.94137566567298,28,30,6.821635285144314,99.04018960622948,0
1,1,1,0,1,0,1,1,0,0,30,14,36,9.99934526280131,14,8065.796174047524,19,28,7.939060762539649,34.31685066656362,1
0,1,1,1,1,1,1,1,1,1,36,17,57,9.962901678274717,20,22245.46821157447,19,30,7.479154153488174,39.66527451929391,1
1,0,1,0,1,1,1,1,0,0,20,14,54,6.229632208746548,4,18711.275618455307,21,29,7.128799280184839,3.7990165849791646,1
1,1,1,1,0,1,0,1,1,1,33,17,38,9.818183114336092,6,11630.09825972773,21,29,7.251638776725998,33.67908334901,1
1,1,0,0,1,1,0,0,0,0,43,10,49,7.244586920754582,15,11828.483490685107,16,26,7.99,39.88047165759876,1
1,1,1,1,1,1,1,1,0,0,42,13,56,7.022778834122272,22,18042.063427065983,23,30,7.042184517986985,39.42822905133568,1
1,1,1,1,0,1,0,1,0,0,39,16,52,8.565174068148645,16,23354.053424025435,19,28,7.7900198561019405,37.47671457666185,1
0,1,0,1,1,1,1,1,1,0,18,17,55,6.893701572179552,11,10475.262673746922,21,28,7.28100212126936,1.4548221633334535,1
0,0,1,1,0,1,0,0,0,0,6,3,5,1.7652329866785628,0,11.629756710696672,28,32,5.201927951100362,92.61573521174377,0
0,1,1,0,1,1,1,1,0,0,17,6,50,7.254301204719829,4,1669.7498720291123,21,29,7.260413689357055,28.00294058279096,1
0,0,0,0,0,1,0,1,0,0,7,3,0,1.3905309967003232,1,212.13094197298818,28,32,6.397489633783847,85.13993449703672,0
1,1,1,1,1,1,0,0,0,1,38,7,36,5.780520469653977,13,19530.726479966852,16,26,6.722234203512423,1.7210193642270832,1
0,1,0,1,0,1,0,0,0,0,14,0,6,2.595243509266412,1,453.778795956585,26,34,5.467492359001881,82.25348229826257,0
1,1,1,1,1,1,0,0,0,0,29,7,33,7.5382302503715,8,24900.51559961277,19,30,7.4086389784930216,7.667063180852103,1
0,1,0,1,0,1,0,0,0,0,9,1,4,0.8807469907076726,2,324.4735235632196,28,33,5.543885393926446,93.06646396905103,0
1,1,1,0,1,0,0,0,0,0,11,3,0,1.2302707353914912,1,230.2242370752581,26,31,6.681827711604871,81.96405215500563,0
1,1,1,1,1,1,0,1,1,0,34,10,16,5.444269888680574,15,8741.363409777485,16,26,7.664829572499908,23.278389605962346,1
1,1,1,1,1,1,1,1,0,0,34,16,55,7.320204388596331,17,14341.59667189788,23,29,7.99,37.17704766466476,1
0,1,1,1,1,0,0,1,1,0,39,5,48,8.890277839655285,8,2124.295896444549,23,26,7.344217693485389,25.457899245184997,1
1,1,0,1,0,1,1,1,1,1,12,14,58,6.344491790423052,14,24653.741057639025,16,30,6.816878752947292,15.018082570475828,1
0,0,1,1,0,1,0,0,0,0,14,0,3,1.1579753385692049,0,243.91370472389116,23,32,6.050938747991668,92.65252073365674,0
0,0,1,0,0,1,0,0,0,0,9,3,5,2.26687495235211,0,323.54625997915383,28,31,5.845665202280047,95.50638920888701,0
0,0,0,0,0,0,0,0,0,0,3,0,7,1.3906933057259065,1,251.72957194833788,23,32,4.503298681950124,97.29793511674761,0
0,1,1,0,0,0,0,0,0,0,2,0,2,2.7217269433996623,0,113.61415810356773,28,34,5.681047267257442,91.62191433955915,0
0,0,0,0,0,0,0,0,0,0,7,2,4,2.5061905349936073,2,248.03843539522475,28,30,5.228452588047693,97.33902855423463,0
0,0,0,0,0,0,0,0,0,0,9,0,7,0.22498277188838955,1,273.417091248552,26,30,5.8065925354051515,99.50129338262626,0
1,1,0,1,1,1,0,1,1,0,18,5,15,8.277963015327026,16,19361.101000710627,19,30,7.559921302356665,16.490522305918248,1
0,0,1,0,0,1,0,0,0,0,4,0,0,1.9807867556806462,0,211.79107281089026,21,30,7.0,81.64532912728217,0
0,0,0,1,0,1,0,0,0,0,11,3,3,1.3958994583652249,1,268.6447206175944,21,34,5.920103943995805,80.9856446721581,0
1,1,0,0,1,1,1,0,0,0,18,11,53,8.762420552017552,14,15277.99366509242,21,30,7.199896364160053,9.59374317823523,1
1,1,1,0,1,0,1,1,1,1,42,10,28,8.865970806102135,13,7744.788065191649,16,26,7.237792778250941,7.396766260549921,1
0,0,1,1,0,1,0,1,0,0,8,0,7,0.46798976494281697,0,166.3487368673634,23,33,5.520366001248952,94.1681413508015,0
1,1,1,1,0,1,1,1,0,0,13,15,33,5.60856010477047,5,6353.189767559549,21,29,7.554042460236818,27.228807192523035,1
0,0,1,0,0,0,0,0,0,0,9,1,4,1.8993120120592073,0,73.12453261234072,28,33,5.496071277940269,88.43201239208811,0
1,1,1,1,0,1,1,1,0,0,34,9,57,7.61439198128039,23,21826.426959510314,19,28,7.28288787525943,11.401701961804186,1
0,1,1,1,0,0,0,0,0,0,5,3,2,1.2243822801730806,0,277.13324967437825,28,32,5.40317762138673,82.60887998729528,0
0,0,0,0,0,0,0,0,0,0,3,3,4,2.9588985020205194,1,333.17709018882465,21,32,5.3099005951614835,88.93945532914364,0
0,0,1,0,0,1,0,0,0,0,12,0,6,0.32789372762293945,2,20.40324616473943,21,34,6.298095293596553,95.66168586715762,0
0,0,0,0,1,1,0,0,0,0,7,3,2,2.649235869628726,2,229.48025942997833,28,33,5.9025175117824284,90.2820226568951,0
0,0,1,1,1,1,1,1,0,1,31,10,51,8.867946129415616,19,14926.989717525916,16,30,7.837350373122677,18.749514042399788,1
0,1,0,0,0,0,0,1,0,0,12,1,6,1.2000792284675244,2,40.70182871623003,26,32,5.694648628485896,99.93853468636351,0
1,1,1,0,1,1,0,1,0,0,31,9,14,7.836971599680792,18,18856.34459855694,23,29,7.415296263974938,39.460472965574695,1
1,1,1,1,0,1,0,1,1,0,35,17,47,5.866177635108132,22,22251.43596674576,19,26,7.074534792184066,11.408090945490471,1
1,1,1,1,1,1,0,0,0,1,27,13,59,8.498862974079184,22,22402.294481285608,19,29,7.007958011595175,6.6981383557581875,1
1,1,1,1,1,1,0,1,1,0,16,11,11,8.036638282380375,17,22535.306331875832,19,30,7.30000594020812,31.842273190093525,1
0,1,0,0,1,1,0,0,0,0,12,2,5,1.9870578352612505,2,41.175102983337084,26,32,5.325270727562557,93.14062986232518,0
1,1,1,1,1,1,1,1,0,0,35,6,47,8.998810313259018,9,2410.710299621091,19,30,7.308586459531758,23.773053423678267,1
0,1,0,0,0,1,0,0,0,0,14,0,7,0.6895565525951578,1,274.62089999303345,23,34,5.57633146982797,88.2925414460034,0
1,1,1,1,1,1,0,1,1,0,30,7,10,9.824508928674076,24,22872.82132266213,16,26,7.782667388086172,11.942293202947516,1
0,0,1,0,0,0,0,0,0,0,9,0,2,2.7313453207949623,0,234.5689129078973,23,32,6.306577466109712,84.54927599865944,0
0,0,0,0,0,1,0,0,0,0,6,3,0,0.4309014106453254,1,338.8927712781317,23,34,6.021149383818123,89.7198400487998,0
0,1,1,0,0,1,0,0,0,0,7,0,1,0.5475524899198586,0,58.81870968629313,26,30,5.635933627598899,82.8680073778571,0
0,1,1,0,0,1,0,1,0,0,3,3,7,1.3251602798485869,2,266.1562136250573,28,32,5.211341745402379,83.73778290809184,0
1,1,1,0,1,0,0,1,1,1,13,7,10,7.9920330545777825,15,22183.8076788099,21,28,7.187497175788106,1.0810264486603316,1
1,0,0,0,0,1,0,0,0,0,6,0,2,2.7745402866708737,1,216.1249046118088,23,30,5.8412572134637895,86.66705146143862,0
1,0,1,1,1,1,1,0,1,1,31,11,25,7.454243852865013,18,16939.525166850122,19,30,6.737630040703273,7.844188895659396,1
0,1,1,0,0,1,0,0,0,0,10,3,7,1.869291837155611,0,46.680947185258944,23,32,6.521877895187658,86.8268480436841,0
1,1,1,0,0,0,0,0,0,0,4,3,7,2.076462283796553,2,332.2846078024922,23,30,4.95993737856225,92.31520442244668,0
0,1,1,1,1,0,0,1,1,0,13,11,23,5.890185990800134,17,9456.15761789973,21,28,7.288564276469242,1.8400862028370213,1
1,0,1,1,1,1,0,0,1,0,12,12,10,5.105679241940172,22,20799.555295883343,19,30,7.14271427913964,14.753869932579132,1
1,1,0,1,1,0,1,1,1,0,33,8,13,6.006283876054345,12,14128.181191386115,19,29,7.2250872533718065,30.697987690190367,1
1,1,0,0,1,1,0,1,1,1,14,5,48,5.678813212679864,10,7719.027463639041,19,28,7.422064384016352,6.8705289347557486,1
1,1,1,0,1,1,1,1,1,0,34,16,28,7.32280705490798,11,3616.7810609861313,23,29,7.668544463462548,17.831142603766775,1
0,0,0,1,0,0,0,0,0,0,6,3,1,1.0139284596375426,0,96.66902359173065,26,30,5.590442075654888,82.64729885772063,0
0,0,1,0,0,0,0,0,0,0,6,0,2,0.9750491747659591,0,63.15092559498136,28,30,4.7774333265037034,96.93213926482588,0
0,0,1,0,0,1,0,0,0,0,3,1,4,0.7462411980748683,1,210.05835930942467,30,30,6.293373782668913,95.77711611598983,0
1,1,0,1,0,1,1,1,1,1,37,9,38,9.25130916988623,4,13604.858981017247,19,26,7.967952699249031,6.222848153769709,1
0,0,0,0,0,0,0,0,0,0,9,2,1,0.4877322918448477,0,213.5377396004598,21,31,5.593625155588315,85.4950758373463,0
1,1,0,0,0,0,0,1,0,1,36,12,59,9.232535430165942,12,6582.72670813156,19,28,7.67536791887985,21.399334968655683,1
0,1,0,0,0,0,0,0,0,0,13,1,1,0.32163595712683757,2,288.3445710029274,28,31,5.7196700565426735,81.7054586786751,0
0,1,0,0,0,1,0,0,0,0,9,1,1,0.2690586107631132,2,194.05875691212321,30,30,5.427417103013586,93.53649310604308,0
0,0,0,1,0,1,0,0,0,0,8,3,4,0.7224815634986081,0,65.67848810344033,28,34,6.4619748758370275,89.55531232227735,0
0,1,0,0,0,0,0,0,0,0,11,2,7,2.5535329029125147,1,139.14764279908866,28,33,6.231929477502189,84.5125057550297,0
0,0,0,0,1,1,0,0,0,0,4,0,3,0.27867079612480183,1,80.35340909749974,28,33,6.048310036115209,95.28068752865973,0
0,1,0,1,1,1,0,1,1,0,35,14,16,6.883360701302248,23,17724.291678483663,16,29,7.439867404359345,20.15136003445805,1
0,0,1,0,0,1,0,0,0,0,13,0,2,0.5098932604115292,2,305.1031589411867,26,30,5.705722429282586,85.30187161599221,0
1,1,1,0,0,0,1,1,1,1,39,8,39,6.3691115836524546,20,11391.902276425846,19,29,7.270153878276175,30.87187335267826,1
